ADRO.JK,BBCA.JK,ANTM.JK,BBNI.JK,PTBA.JK,Expected Return,Expected Risk (Std),Risk Aversion (Lambda),Fitness Score
0.5075839086358599,0.3166836597587422,1.771208804531261e-16,7.095843634108616e-15,0.17573243160539045,0.29116706654851826,0.3234042785074977,0.5,0.1294649272947694
