Date,ADRO.JK,ANTM.JK,BBCA.JK,BBNI.JK,PTBA.JK
2023-11-24,1117.76513671875,1410.5653076171875,8326.513671875,4554.83642578125,1886.4951171875
2023-11-27,1122.165771484375,1423.7481689453125,8279.8662109375,4620.53125,1871.1578369140625
2023-11-28,1135.3677978515625,1454.508056640625,8279.8662109375,4532.9384765625,1871.1578369140625
2023-11-29,1135.3677978515625,1494.056640625,8303.189453125,4576.73486328125,1855.820556640625
2023-11-30,1152.970458984375,1529.2110595703125,8373.16015625,4620.53125,1855.820556640625
2023-12-01,1126.5665283203125,1498.4510498046875,8349.8359375,4598.63330078125,1863.4892578125
2023-12-04,1126.5665283203125,1537.99951171875,8366.240234375,4642.4296875,1886.4951171875
2023-12-05,1104.563232421875,1533.605224609375,8342.8056640625,4642.4296875,1855.820556640625
2023-12-06,1113.3646240234375,1494.056640625,8249.06640625,4576.73486328125,1848.1517333984375
2023-12-07,1113.3646240234375,1436.9310302734375,8272.5009765625,4620.53125,1855.820556640625
2023-12-08,1126.5665283203125,1480.873779296875,8202.1962890625,4445.34521484375,1848.1517333984375
2023-12-11,1126.5665283203125,1454.508056640625,8202.1962890625,4532.9384765625,1817.4771728515625
2023-12-12,1122.165771484375,1428.1424560546875,8155.32666015625,4620.53125,1802.1396484375
2023-12-13,1078.159423828125,1401.7767333984375,8131.8916015625,4532.9384765625,1763.79638671875
2023-12-14,1095.7618408203125,1441.3253173828125,8483.4150390625,4686.22607421875,1771.4649658203125
2023-12-15,1108.9638671875,1467.69091796875,8647.458984375,4620.53125,1771.4649658203125
2023-12-18,1104.563232421875,1463.2967529296875,8624.0234375,4554.83642578125,1786.8023681640625
2023-12-19,1144.1690673828125,1441.3253173828125,8670.892578125,4554.83642578125,1817.4771728515625
2023-12-20,1135.3677978515625,1436.9310302734375,8717.763671875,4554.83642578125,1809.808349609375
2023-12-21,1144.1690673828125,1436.9310302734375,8741.1982421875,4511.0400390625,1825.145751953125
2023-12-22,1139.7685546875,1463.2967529296875,8741.1982421875,4598.63330078125,1840.4830322265625
2023-12-27,1139.7685546875,1524.816650390625,8788.0673828125,4620.53125,1871.1578369140625
2023-12-28,1135.3677978515625,1507.239501953125,8811.5029296875,4686.22607421875,1886.4951171875
2023-12-29,1135.358154296875,1498.4510498046875,8811.5029296875,4708.12451171875,1871.1578369140625
2024-01-02,1187.832763671875,1524.816650390625,8834.9375,4708.12451171875,1940.176025390625
2024-01-03,1149.66943359375,1494.056640625,8764.6328125,4686.22607421875,1940.176025390625
2024-01-04,1173.5216064453125,1480.873779296875,8881.8076171875,4905.208984375,2032.2000732421875
2024-01-05,1163.980712890625,1472.0853271484375,8975.546875,4883.310546875,2039.8687744140625
2024-01-08,1163.980712890625,1450.1138916015625,8975.546875,4883.310546875,2016.86279296875
