Date,ADRO.JK,ANTM.JK,BBCA.JK,BBNI.JK,PTBA.JK
2022-01-04,-0.029535944348551446,-0.01709392588292291,0.010238891226613811,0.04460961468571134,0.011236044435075643
2022-01-05,-0.02608682108078808,-0.013043503252078259,0.006756818947173171,-0.010676208184205005,0.011111100185645428
2022-01-06,0.026785571491842353,-0.0176211795826291,0.003355626539017331,0.0,-0.010989000302346064
2022-01-07,0.056521895639978226,0.0,0.023411406307152438,0.017985585763683476,0.03333330055693651
2022-01-10,-0.01234571136886431,-0.004484247923130402,-0.006535937090050958,-0.003533446748271385,-0.0035841942609309285
2022-01-11,-0.02499993365902331,-0.06306305173702353,0.013157944338366923,-0.0035461442705724266,0.017985625595260846
2022-01-12,-0.012820545969190578,-0.06971149483237593,0.0,0.0035587641617147447,-0.024735020122269358
2022-01-13,-0.012986978076599764,0.015503828890807814,0.0,-0.0035461442705724266,0.01811595666683785
2022-01-14,-0.00438604607736659,-0.007633639715020513,0.019480416455355698,0.010676123883265554,0.007117462267047792
2022-01-17,-0.004405157804669435,-0.048717931141035176,-0.012738833327193166,0.014084603375436933,-0.007067162008119854
2022-01-18,-0.017699300834289944,-0.04043122650556974,-0.009677403829822961,-0.01736124876889389,0.0035587783735266942
2022-01-19,0.004504660220857382,-0.030898893790174298,0.0,0.003533614158630627,-0.003546158381768527
2022-01-20,0.035874388874708396,0.12173919337560446,0.013029294854354001,0.007042176572059411,0.0035587783735266942
2022-01-21,0.0,0.005167816440981854,0.022508072118550437,0.0034965483853466317,0.0035460642368039252
2022-01-24,-0.017316062669716636,-0.030848315264388138,-0.01886796173330485,-0.010452930325078102,0.014134230203939557
2022-01-25,-0.026431718370661827,-0.0663129343029244,-0.0032051230962564237,-0.042253476484553576,-0.020905903361329026
2022-01-26,0.0,0.02556818916851089,-0.00964621729967241,0.04779411572594916,0.021352292321137556
2022-01-27,0.04524891735126957,-0.022160707201204444,0.012986920902574584,0.010526366535057896,0.010452951680664402
2022-01-28,-0.012986978076599764,0.0028329083429854407,-0.0032051230962564237,0.04166661868636057,-0.006896575715993558
2022-01-31,-0.017543904979057556,0.0,-0.01929257365093362,-0.023333393081154896,-0.010416657064206025
2022-02-02,-0.013392892365345577,0.005649728298170009,0.022950782249653967,0.006825944913009918,-0.014035043593731311
2022-02-03,0.004524826895076606,0.03370776409978715,-0.00961543859172509,-0.010169460766356386,0.0035587783735266942
2022-02-04,-0.018017923683629977,-0.016304300533691807,0.0,0.0034246200277237016,-0.01063838100034109
2022-02-07,0.009174336048565879,0.0,0.009708792893593277,0.006825944913009918,0.010752773097361112
2022-02-08,0.0,-0.011049745279000156,-0.00961543859172509,0.016949208344220645,0.0070921284736078505
2022-02-09,0.004545394016169713,-0.005586521118627119,0.02912630870497601,0.009999969204867343,0.010563370077671275
2022-02-10,-0.022624350608884125,0.056179634340987494,-0.025157259645956387,0.013201332000936317,-0.010452951680664513
2022-02-11,0.004629715285925595,-0.018616863760846036,0.00967747357989368,0.0032572932999173076,0.01408446227623572
2022-02-14,0.02764969181716892,0.024390249728049263,-0.015974414409634763,0.0,0.010416749247827761
2022-02-15,0.02690575595685396,-0.005291170602421236,0.02272723443473401,0.029220844645007737,0.0
2022-02-16,-0.021834049294415903,0.0,0.012698391778664497,0.003154539479755858,-0.0034364834903366503
2022-02-17,-0.00892866598984654,0.034574499255769275,-0.009404373415930034,-0.006289388290504294,0.0
2022-02-18,0.009009105281774898,0.0745501644519464,0.003164620190836631,0.009493717619847741,0.010344909347925535
2022-02-21,-0.00892866598984654,0.038277517006001904,0.0031545005433255557,-0.009404434573631493,0.003412844964415962
2022-02-22,0.004504660220857382,0.00460830397734191,-0.006289297912651537,-0.018987360275878884,0.0
2022-02-23,0.04035863393528105,0.009174329853928631,0.01898731059082026,0.022580782214807638,0.023809562510520133
