Generation,Best_Fitness,Average_Fitness
1,0.10264541612905415,0.09379373035962006
2,0.10332313100918414,0.09891714425204823
3,0.1033534828537675,0.10095564875848825
4,0.10335986142151177,0.1020626924180774
5,0.10344548204048923,0.1027707662404253
6,0.10344963083610412,0.10305196428031413
7,0.10352106400731073,0.10324108130381143
8,0.1035548374905722,0.1031290298616228
9,0.10356018700995917,0.10325403173333932
10,0.10357773237752269,0.10335218970732893
11,0.10357773237752269,0.10345528838679512
12,0.10357773237752269,0.1034807444462505
13,0.10357773237752269,0.10330532496788487
14,0.10357773237752269,0.10341606164172709
15,0.10357773237752269,0.10343301495796149
16,0.1035781496036518,0.10332431570252497
17,0.103579287912162,0.10331113072852466
18,0.1035812525042997,0.1034473234161646
19,0.10358199861957898,0.10345914673773685
20,0.10358199861957898,0.10341205439197992
21,0.10358199861957898,0.10331374917327152
22,0.10358199861957898,0.10321329855518842
23,0.10358225976591198,0.10352614088710438
24,0.10358225976591198,0.10350104386881628
25,0.1035822775531513,0.10347314155960038
26,0.10358240650723782,0.10316365471879592
27,0.10358240650723782,0.10342232242435212
28,0.10358240650723782,0.10342053120986808
29,0.10358240650723782,0.10337681598515243
30,0.10358240650723782,0.10344043740444377
31,0.10358240650723782,0.10333963800997785
32,0.10358240650723782,0.1034256271231416
33,0.10358240975768454,0.1033246796213856
34,0.1035824114116963,0.10343926279716102
35,0.1035824123648448,0.10323080362034856
36,0.10358241559121095,0.1034218109068084
37,0.10358241559121095,0.10355014614248835
38,0.10358241559121095,0.10351577504217375
39,0.10358241559121095,0.1034220205695819
40,0.1035824168744757,0.10336582143496718
41,0.10358241709950075,0.10349043508651538
42,0.10358241709950075,0.10340525275699035
43,0.10358241719418046,0.10325049674342159
44,0.10358241751554681,0.10338911133670407
45,0.10358241751554681,0.1033284683307635
46,0.10358241751554681,0.10345485974314136
47,0.10358241751554681,0.1030178039499652
48,0.10358241753841405,0.10335385448519817
49,0.1035824175433083,0.10332096612204371
50,0.10358241758907782,0.10331150036193418
51,0.10358241761010833,0.10342674423676876
52,0.10358241761010833,0.10351056736901677
53,0.10358242208717158,0.10345694317094227
54,0.10358242208717158,0.10340906424118794
55,0.10358242208717158,0.10345855774552135
56,0.10358242414670016,0.10343886309476095
57,0.10358242414670016,0.10327742240141513
58,0.10358242414670016,0.10330245074958035
59,0.10358242474225682,0.10332251870065642
60,0.10358248404507453,0.10341316231907731
61,0.1035824922985974,0.10327777976915119
62,0.10358249337749653,0.10335660606604247
63,0.10358249337749653,0.10347751305588213
64,0.10358249355457702,0.10339233464876237
65,0.10358249417118501,0.10337178682276155
66,0.10358249417118501,0.10340620470298713
67,0.10358249417118501,0.10343339300970877
68,0.10358249417118501,0.10337405829268073
69,0.10358249417118501,0.10342528390123046
70,0.10358249422354376,0.10323425244416788
71,0.10358249422354376,0.1033689820033357
72,0.10358249422354376,0.10345070516553098
73,0.10358249431869393,0.1034476646563527
74,0.10358249431869393,0.10316831031420733
75,0.10358249431869393,0.10337293029273731
76,0.10358249431869393,0.10334322382222384
77,0.10358249431902106,0.10336053631589005
78,0.1035824943318831,0.103515651497318
79,0.1035824943318831,0.10340031203943914
80,0.10358249433556274,0.1033989385664372
81,0.10358249433992825,0.10336895841526919
82,0.10358249434133665,0.103315768762634
83,0.10358249434299296,0.10353741484296013
84,0.10358249434320876,0.10336445945140327
85,0.10358249434320876,0.10347840186660591
86,0.10358249434400366,0.10338504622952929
87,0.1035824943453737,0.10346185676583326
88,0.1035824943453737,0.1034536140725234
89,0.1035824943453737,0.10321070758824087
90,0.1035824943453737,0.10340188030448552
91,0.1035824943457053,0.103470272850933
92,0.1035824943457053,0.10337936979790859
93,0.1035824943458395,0.10344673628496853
94,0.10358249434602432,0.10347298366507704
95,0.10358249434615316,0.10339198210989452
96,0.10358249434615316,0.10330745515262196
97,0.10358249434615316,0.1032789291213141
98,0.10358249434615316,0.10309341247544998
99,0.10358249434615316,0.10334972518195247
100,0.10358249434615316,0.10347672316204459
101,0.10358249434615316,0.10326439716437376
102,0.10358249434615316,0.10335908603912024
103,0.10358249434615466,0.10332138148816913
104,0.1035824943461566,0.10320315198778514
105,0.1035824943461566,0.10333503060213511
106,0.1035824943461566,0.10323019049762444
107,0.1035824943461566,0.1033432841776799
108,0.1035824943461566,0.10343499743411728
109,0.1035824943461566,0.1034591525153488
110,0.10358249434615693,0.1034513543974611
111,0.10358249434615693,0.10332807836315172
112,0.10358249434615693,0.1035309777222372
113,0.10358249434615693,0.1033138343886175
114,0.10358249434615693,0.1033229362906703
115,0.10358249434615693,0.10343211538840869
116,0.10358249434615693,0.10336366900405775
117,0.10358249434615693,0.10325733518648482
118,0.10358249434615693,0.10346657675469138
119,0.10358249434615699,0.10341704239527867
120,0.10358249434615699,0.10345380086596304
121,0.10358249434615702,0.10343050198731522
122,0.10358249434615702,0.10339382739292395
123,0.10358249434615704,0.10338595975991137
124,0.10358249434615704,0.10341515710403033
125,0.10358249434615704,0.10335981208881542
126,0.10358249434615704,0.10346074561186708
127,0.10358249434615704,0.10337538641444072
128,0.10358249434615704,0.10349050711161549
129,0.10358249434615704,0.1031953321297289
130,0.10358249434615704,0.10341622227178977
131,0.10358249434615704,0.10343732080062469
132,0.10358249434615704,0.10324340511140775
133,0.10358249434615704,0.10339331952300651
134,0.10358249434615707,0.10343141691383312
135,0.10358249434615707,0.10341394243656911
136,0.10358249448109919,0.10346304828925577
137,0.10358249448109919,0.10328303861061952
138,0.10358249448109919,0.10337582812664207
139,0.10358249451828788,0.10329002165697551
140,0.10358249452680893,0.10341702818052699
141,0.1035824945286278,0.10342256431629915
142,0.1035824945286278,0.10327302594731994
143,0.10358249452889806,0.10352534467230293
144,0.10358249453171214,0.10332005781699928
145,0.10358249453171214,0.10343839806345842
146,0.10358249453340582,0.10348895224263625
147,0.10358249454002486,0.10326491725122353
148,0.10358249454002486,0.10331337589806379
149,0.10358249454002486,0.1030105494212912
150,0.10358249454006932,0.10340843032799014
151,0.10358249454006938,0.1033507244488288
152,0.10358249454006938,0.10349491741016338
153,0.10358249454008372,0.10333617640388292
154,0.1035824945401781,0.1033143115520432
155,0.1035824945401781,0.10327384319984143
156,0.10358249454028243,0.10337447118008992
157,0.10358249454028243,0.1032881925798398
158,0.10358249454028243,0.1033485619642487
159,0.10358249454028243,0.10344463683319603
160,0.10358249454028243,0.1033932579044612
161,0.10358249454028243,0.10350645299549727
162,0.10358249454028243,0.10323368943198125
163,0.1035824945402832,0.10333134547249821
164,0.10358249454029517,0.10346919506021092
165,0.10358249454029633,0.10344915174038323
166,0.10358249454029633,0.10337125344372856
167,0.10358249454030657,0.10339772886509119
168,0.10358249454030657,0.10327212423343544
169,0.10358249454030657,0.10346780920726449
170,0.10358249454031224,0.10336268074781561
171,0.10358249454031598,0.10334076354313504
172,0.10358249454031598,0.10337102733495666
173,0.10358249454031629,0.10340091011442439
174,0.10358249454031629,0.10340583058376808
175,0.10358249454031834,0.10338382288230497
176,0.10358249454031834,0.1035261750076571
177,0.10358249454031834,0.10335430050336704
178,0.10358249454031834,0.10346716934624219
179,0.10358249454031862,0.10337590969959302
180,0.10358249454031904,0.10341256241988298
181,0.10358249454031962,0.10342122589838282
182,0.10358249454031962,0.10347502283035609
183,0.10358249454031962,0.10330519048080213
184,0.10358249454031962,0.10346022113844607
185,0.10358249454031962,0.10317903478664255
186,0.10358249454031962,0.10336526414570323
187,0.10358249454031962,0.1033236679588493
188,0.1035824945403197,0.10339069008673177
189,0.10358249454031973,0.10347239167833719
190,0.10358249454031973,0.1034672805318719
191,0.10358249454031973,0.10333869487743988
192,0.10358249454031979,0.10329897447909195
193,0.10358249454031979,0.1032257500235837
194,0.10358249454031979,0.10337192502048702
195,0.10358249454031979,0.10329264604751691
196,0.10358249454031981,0.10333337026043056
197,0.10358249454031981,0.103409260082571
198,0.10358249454031981,0.10335446235475926
199,0.10358249454031981,0.10345712296130738
200,0.10358249454031981,0.10341204639335361
201,0.10358249454031984,0.10331429761465766
202,0.10358249454031984,0.10339435727786939
203,0.10358249454031984,0.10335078093512912
204,0.10358249454031984,0.10327382413520554
205,0.10358249454031984,0.10326985136787503
206,0.10358249454031984,0.10343040972674963
207,0.10358249454031984,0.10342915681556797
208,0.10358249454031984,0.10331411933951752
209,0.10358249454031984,0.10331370163580861
210,0.10358249454031984,0.10345531141879397
211,0.10358249454031984,0.10344802212008285
212,0.10358249454031984,0.10335005657242384
213,0.10358249454031984,0.10342681412410291
214,0.10358249454031984,0.10322401136562469
215,0.10358249454031984,0.10335151121294997
216,0.10358249454031984,0.10330031910665351
217,0.10358249454031984,0.10340685491605801
218,0.10358249454207633,0.10335297959276243
219,0.10358249454207633,0.10340182862559624
220,0.10358249454207633,0.10331618223472795
221,0.10358249454207633,0.10343103803316747
222,0.10358249454207633,0.10339954969121828
223,0.10358249454207633,0.1031477726818354
224,0.10358249454207633,0.10317512317710476
225,0.10358249454207633,0.10338157145710553
226,0.10358249454207633,0.10340176092944976
227,0.10358249454207633,0.10338747853374644
228,0.10358249454207633,0.10348602451030686
229,0.10358249454209106,0.10342326235297872
230,0.10358249454209106,0.10339741868213263
231,0.10358249454209106,0.10339586991682374
232,0.10358249454209106,0.1033381702987174
233,0.10358249454209106,0.10336817335322665
234,0.10358249454209412,0.10337449969047267
235,0.10358249454209412,0.10339239721375888
236,0.10358249454209412,0.10318385080900505
237,0.10358249454209412,0.10338269526848035
238,0.10358249454209412,0.10321472251391418
239,0.10358249454209428,0.1033955778177096
240,0.10358249454209431,0.10340861521396266
241,0.10358249454209434,0.10339806170446841
242,0.1035824945420945,0.10327783478545972
243,0.1035824945420945,0.1034441935300184
244,0.10358249454209453,0.10345955851657694
245,0.10358249454209453,0.10349968273961663
246,0.10358249454209459,0.1033278401155063
247,0.10358249454209464,0.1032400939798823
248,0.10358249454209476,0.10343696216371696
249,0.10358249454209476,0.10353749009850814
250,0.10358249454209476,0.1034142682143166
251,0.10358249454209481,0.10351173102988674
252,0.10358249454209481,0.10333997150422157
253,0.10358249454209481,0.10330306467484775
254,0.10358249454209481,0.10344422277826633
255,0.10358249454209484,0.10340099706916811
256,0.10358249454209484,0.103268600236545
257,0.10358249454209484,0.10343886439038913
258,0.10358249454209484,0.10322738909278556
259,0.10358249454209484,0.1034770755496472
260,0.10358249454209487,0.10328909355607516
261,0.10358249454209487,0.10340536243497007
262,0.10358249454209487,0.10335005472841001
263,0.10358249454354837,0.10344686209377593
264,0.103582494545025,0.10338187730459492
265,0.10358249454555152,0.10331586163152302
266,0.10358249454555152,0.1032115141108693
267,0.10358249454645876,0.1034748931094277
268,0.10358249454675145,0.10353273189975383
269,0.10358249454675145,0.10331506825827161
270,0.10358249454675145,0.10338223033280909
271,0.10358249454675145,0.10341847435469254
272,0.10358249454675145,0.10328621503960597
273,0.1035824945468197,0.10341576297018835
274,0.1035824945468197,0.10330257924053689
275,0.1035824945468197,0.10331707457047891
276,0.10358249454683255,0.103356629615245
277,0.10358249454683255,0.10345887861560005
278,0.10358249454683674,0.10339657039397707
279,0.10358249454684076,0.10334311441219787
280,0.10358249454684906,0.10324383155624528
281,0.10358249454684906,0.10337639728483833
282,0.10358249454684992,0.10345003250403323
283,0.10358249454685636,0.10290289562830388
284,0.10358249454685636,0.10339722763311628
285,0.10358249454685908,0.10342742613903252
286,0.10358249454685908,0.10343209204149034
287,0.10358249454685908,0.1033474973764149
288,0.10358249454685908,0.10341267766573994
289,0.10358249454685908,0.10335559819093428
290,0.10358249454685917,0.10317706369459424
291,0.10358249454685917,0.10311997555738037
292,0.10358249454685917,0.10346790040372944
293,0.10358249454685917,0.10355812324363117
294,0.10358249454685917,0.10334876596904173
295,0.10358249454685922,0.1034475180709538
296,0.10358249454685928,0.10345518940889255
297,0.1035824945468593,0.10337399938773872
298,0.1035824945468593,0.10330696207766417
299,0.10358249454685933,0.10350282796762109
300,0.10358249454685933,0.10332393535380073
